API,Provider,Service,Version,Description,LogoUrl
bridgedb webservices,bridgedb.org,,0.9.0,,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Rocket Services,britbox.co.uk,,3.730.300-ref-1-39-0,An Orchestration Layer that takes ISL services and packages them in a more targeted way for front-end applications.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Browshot API,browshot.com,,1.17.0,Take screenshots of any website in real time,https://api.apis.guru/v2/cache/logo/https_cdn.browshot.com_static_images_logo.png
Bufferapp,bufferapp.com,,1,Social media management for marketers and agencies,https://api.apis.guru/v2/cache/logo/https_d389zggrogs7qo.cloudfront.net_images_app_buffer-logo@2x.png
BulkSMS JSON REST API,bulksms.com,,1.0.0,## Overview,https://api.apis.guru/v2/cache/logo/_developer_images_bulksms.png
Bungie.Net API,bungie.net,,2.18.0,These endpoints constitute the functionality exposed by Bungie.net,https://api.apis.guru/v2/cache/logo/https_pbs.twimg.com_profile_images_560547568992944129_x46z946T_400x400.jpeg
bunq API,bunq.com,,1.0,***UPDATE:*** *We have released a [beta version of the new bunq API documentation.](https://beta.doc.bunq.com)*,https://api.apis.guru/v2/cache/logo/https_twitter.com_bunq_profile_image.jpeg
Automata Market Intelligence API,byautomata.io,,1.0.1,This document provides the documentation for the Market Intelligence API by Automata. Get your API Key at https://apis.byautomata.io and check out our <a href='https://www.getpostman.com/collections/d182a1c78d4491d55e19'>Postman Collection</a>.<br><br>The root API endpoint is https://api.byautomata.io. Please refer to the code samples for examples of how to call the Market Intelligence API. The ContentPro endpoints (/contentpro-search and /contentpro-similar-text) are not included in the standard Market Intelligence API plans. Please contact support@byautomata.io for access.,https://api.apis.guru/v2/cache/logo/https_s3.amazonaws.com_api.specs.byautomata.io_Logo_padding.png
API for the COVID-19 Tracking QR Code Signin Server.,c19qrserver.local,,1.1,This is the API for the COVID-19 Contact Tracing QRCode Signin Server,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Call Control API,callcontrol.com,,2015-11-01,API for blocking phone calls with Call Control. Data is from crowdsourced community blacklist from 12+ million users and government agencies (FTC,https://api.apis.guru/v2/cache/logo/https_twitter.com_CallControlLLC_profile_image.jpeg
CallFire API Documentation,callfire.com,,V2,CallFire,https://api.apis.guru/v2/cache/logo/https_pbs.twimg.com_profile_images_537371596508258305_zP_eP2ec_400x400.png
CalorieNinjas,calorieninjas.com,,1.0.0,Natural language nutrition API to extract nutrition data from any text.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Cambase.io,cambase.io,,1.0,Cambase.io is a project by Evercam.io in order to make it easier for software developers to have a reliable,https://api.apis.guru/v2/cache/logo/https_twitter.com_evrcm_profile_image.jpeg
Canada Holidays API,canada-holidays.ca,,1.8.0,This API lists all 31 public holidays for all 13 provinces and territories in Canada,https://api.apis.guru/v2/cache/logo/https_upload.wikimedia.org_wikipedia_commons_d_d9_Flag_of_Canada_%28Pantone%29.svg
CarbonDoomsDay,carbondoomsday.com,,v1,A real-time RESTish web API for worldwide carbon dioxide levels.,https://api.apis.guru/v2/cache/logo/https_twitter.com_CarbonDoomsday_profile_image.jpeg
Prime ReportStream,cdcgov.local,prime-data-hub,0.2.0-oas3,A router of public health data from multiple senders and receivers,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Cenit IO - REST API Specification,cenit.io,,v1,Cenit IO is an Open Platform for Data and Business Integration (iPaaS),https://api.apis.guru/v2/cache/logo/https_cenit.io_images_logo.png
Chaingateway.io,chaingateway.io,,1.0,# Chaingateway.io,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Chaingateway.io V2,chaingateway.io,,1.0.0,This API allows you to interact with Ethereum,https://api.apis.guru/v2/cache/logo/https_v1.chaingateway.io_img_Logo_gradient_1000x1000.png
API V1,change.local,,v1,,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Channel 4 API,channel4.com,,1.0.0,This is the place to come for all the technical details you need to power your applications with Channel 4's deep programmes data.,https://api.apis.guru/v2/cache/logo/https_twitter.com_Channel4_profile_image
Chomp Food Database API Documentation,chompthis.com,,1.0.0-oas3,## Important,https://api.apis.guru/v2/cache/logo/https_twitter.com_chomp_this__profile_image.jpeg
hashlookup CIRCL API,circl.lu,hashlookup,1.2,![](https://www.circl.lu/assets/images/circl-logo.png),https://api.apis.guru/v2/cache/logo/https_www.circl.lu_assets_images_circl-logo.png
CircleCI REST API,circleci.com,,v1,The CircleCI API is a RESTful,https://api.apis.guru/v2/cache/logo/https_avatars0.githubusercontent.com_u_1231870.png
REST API Version 2,circuitsandbox.net,,2.9.235,Circuit REST API to interact with the Circuit system.,https://api.apis.guru/v2/cache/logo/https_pbs.twimg.com_profile_images_927933988269903874_4jU82-IJ_400x400.jpg
Cisco PSIRT openVuln API,cisco.com,,0.0.3,The Cisco Product Security Incident Response Team (PSIRT) openVuln API is a RESTful API that allows customers to obtain Cisco Security Vulnerability information in different machine-consumable formats. APIs are important for customers because they allow their technical staff and programmers to build tools that help them do their job more effectively (in this case,https://api.apis.guru/v2/cache/logo/https_logo-core.clearbit.com_cisco.com
GoToMeeting,citrixonline.com,gotomeeting,1.0.0,<br>The GoToMeeting API provides seamless integration of GoToMeeting provisioning and meeting management into your existing infrastructure or third party applications.<br><br>For customers,https://api.apis.guru/v2/cache/logo/https_twitter.com_citrix_profile_image.jpeg
SCIM,citrixonline.com,scim,NA,The SCIM API lets you manage users in your organization. You can then automate the provisioning of product licenses for these users,https://api.apis.guru/v2/cache/logo/https_twitter.com_citrix_profile_image.jpeg
City Context,citycontext.com,,1.0.0,City Context provides a straightforward API to access UK Open Data: crime statistics,https://api.apis.guru/v2/cache/logo/https_twitter.com_citycontext_profile_image.jpeg
api.clarify.io,clarify.io,,1.3.7,The API to Search and Understand Audio & Video Data.,https://api.apis.guru/v2/cache/logo/https_twitter.com_clarifyio_profile_image.png
ClearBlade API,clearblade.com,,3.0,A friendly little API to help you interact with the ClearBlade platform.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Clever-Cloud API,clever-cloud.com,,1.0.0,Public API for managing Clever-Cloud data and products,https://api.apis.guru/v2/cache/logo/https_twitter.com_clever_cloud_profile_image.jpeg
Data API,clever.com,,1.2.0,Serves the Clever Data API,https://api.apis.guru/v2/cache/logo/https_twitter.com_clever_profile_image.jpeg
ClickMeter API,clickmeter.com,,v2,Api dashboard for ClickMeter API,https://api.apis.guru/v2/cache/logo/https_s3.amazonaws.com_clickmeter.com_Web_static_cmlogo.svg
ClickSend REST API v3,clicksend.com,,1.0.0,This is the official API documentation for ClickSend.com,https://api.apis.guru/v2/cache/logo/https_www.clicksend.com_img_favicons_apple-touch-icon.png
clickup20,clickup.com,,1.0.0,Polls is a simple API allowing consumers to view polls and vote in them.,https://api.apis.guru/v2/cache/logo/https_clickup.com_favicons_apple-touch-icon.png
Climate FieldView Platform APIs,climate.com,,4.0.11,**Last Modified**: Wed Jan  4 12:47:29 UTC 2023,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
climateKuul live,climatekuul.com,,1.0,,https://api.apis.guru/v2/cache/logo/https_static.wixstatic.com_media_c53c35_186b357d06f64319ba7866f3469585e6%7Emv2.gif_v1_fill_w_32%2Ch_32%2Clg_1%2Cusm_0.66_1.00_0.01_c53c35_186b357d06f64319ba7866f3469585e6%7Emv2.gif
ecwid,cloud-elements.com,ecwid,api-v2,,https://api.apis.guru/v2/cache/logo/https_cloud-elements.com_wp-content_uploads_2019_05_ces_favicon_32x32.png
ocrapi,cloudmersive.com,ocr,v1,The powerful Optical Character Recognition (OCR) APIs let you convert scanned images of pages into recognized text.,https://api.apis.guru/v2/cache/logo/https_api.cloudmersive.com_Content_cloudmersive.png
Cloud-RF API,cloudrf.com,,2.0.0,Use this JSON API to build and test radio links for any radio,https://api.apis.guru/v2/cache/logo/https_cloudrf.com_wp-content_uploads_2021_05_CloudRF_logo_70px.png
Clubhouse API,clubhouseapi.com,,1,Clubhouse API,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Cnab Online,cnab-online.herokuapp.com,,1.0.0,Processe arquivos de retorno CNAB,https://api.apis.guru/v2/cache/logo/http_cnab-online.github.io_img_logo.png
Accounting API,codat.io,accounting,2.1.0,A flexible API for pulling accounting data,https://api.apis.guru/v2/cache/logo/https_static.codat.io_public_branding_codat-icon-blue.svg
Assess API,codat.io,assess,1.0,Codat's Assess API enable you to make smarter credit decisions on your small business customers. Assess enriches your customer's accounting,https://api.apis.guru/v2/cache/logo/https_static.codat.io_public_branding_codat-icon-blue.svg
Bank Feeds API,codat.io,bank-feeds,2.1.0,Bank Feeds API enables your SMB users to set up bank feeds from accounts in your application to supported accounting platforms.,https://api.apis.guru/v2/cache/logo/https_static.codat.io_public_branding_codat-icon-blue.svg
Banking API,codat.io,banking,2.1.0,Codat's Banking API allows you to access standardised data from over bank accounts via third party providers.,https://api.apis.guru/v2/cache/logo/https_static.codat.io_public_branding_codat-icon-blue.svg
Commerce API,codat.io,commerce,2.1.0,Codat's Commerce API allows you to access standardised data from over 11 commerce and POS systems.,https://api.apis.guru/v2/cache/logo/https_static.codat.io_public_branding_codat-icon-blue.svg
Sync for Commerce API,codat.io,sync-for-commerce,1.1,The API for Sync for Commerce. Sync for Commerce is an API and a set of supporting tools. It has been built to enable e-commerce,https://api.apis.guru/v2/cache/logo/https_static.codat.io_public_branding_codat-icon-blue.svg
Codat Expense API,codat.io,sync-for-expenses,prealpha,The API for Sync for Expenses.,https://api.apis.guru/v2/cache/logo/https_static.codat.io_public_branding_codat-icon-blue.svg
CodeScan API,code-scan.com,,1.0.0,Manage your Hosted CodeScan Service,https://api.apis.guru/v2/cache/logo/https_twitter.com_CodeScanforSFDC_profile_image.jpeg
Debian Code Search,codesearch.debian.net,,1.4.0,OpenAPI for https://codesearch.debian.net/,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
College Football Data API,collegefootballdata.com,,4.4.12,This is an API for accessing all sorts of college football data.  Please note that API keys should be supplied with "Bearer " prepended (e.g. "Bearer your_key"). API keys can be acquired from the CollegeFootballData.com website.,https://api.apis.guru/v2/cache/logo/https_collegefootballdata.com_Logo.png
Color Name API,color.pizza,,1.0.0,An API that provides names for colors based on their hex value,https://api.apis.guru/v2/cache/logo/https_github.com_meodai_color-name-api_raw_main_logo.png
Public Api,combell.com,,v2,# Introduction,https://api.apis.guru/v2/cache/logo/https_www.combell.com_build_website_images_favicons_apple-icon-57x57.png
ConfigCat Public Management API,configcat.com,,v1,**Base API URL**: https://api.configcat.com,https://api.apis.guru/v2/cache/logo/https_api.configcat.com_resources_configcat-logo-horiz.svg
Conjur,conjur.local,,5.3.0,This is an API definition for CyberArk Conjur Open Source. You can find out more at [Conjur.org](https://www.conjur.org/).,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
The Consumer Financial Protection Bureau,consumerfinance.gov,,1.0,Learn more about home mortgage data,https://api.apis.guru/v2/cache/logo/http_cfpb.github.io_img_logo_210.png
ContentGroove API,contentgroove.com,,1.0.0,# Overview,https://api.apis.guru/v2/cache/logo/https_contentgroove.com_wp-content_uploads_2022_04_CG-Square-300x300.png
Contract.fit API,contract-p.fit,,1.0,This OpenAPI describes the API exposed by the contract.fit backend.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Contribly,contribly.com,,1.0.0,,https://api.apis.guru/v2/cache/logo/https_twitter.com_contribly_profile_image.png
CORE API v2,core.ac.uk,,2.0,<p style="text-align: justify;">You can use the CORE API to access the ,https://api.apis.guru/v2/cache/logo/https_twitter.com_oacore_profile_image.png
Corrently.io,corrently.io,,2.0.0,*Corrently - from italian corrente,https://api.apis.guru/v2/cache/logo/https_corrently.de_assets_img_Corrently_1000x252.png
COVID-19 data API,covid19-api.com,,1.2.6,,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Co-WIN Certificate API,cowin.gov.cin,cowincert,1.0.0,API to get Co-WIN vaccination certificate.,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
PeerTube,cpy.re,peertube,5.1.0,The PeerTube API is built on HTTP(S) and is RESTful. You can use your favorite,https://api.apis.guru/v2/cache/logo/https_joinpeertube.org_img_brand.png
Credas API,credas.co.uk,pi,v1,,https://api.apis.guru/v2/cache/logo/https_www.credas.co.uk_wp-content_uploads_2018_02_favicon.png
Crediwatch's Covid APIs,crediwatch.com,covid19,1.3.0,An API collection for Covid 19 by Crediwatch,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg
Crossbrowsertesting.com Screenshot Comparisons API,crossbrowsertesting.com,,3.0.0,What's in this version: ,https://api.apis.guru/v2/cache/logo/https_twitter.com_xbrowsertesting_profile_image.jpeg
Crucible,crucible.local,,1.0.0,,https://api.apis.guru/v2/cache/logo/https_twitter.com_Atlassian_profile_image.png
